MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,PavedDrive,MoSold,YrSold,SaleType,SalePrice
20,RL,73,9300,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,697,571,1268,GasA,Y,SBrkr,1264,0,1264,1,0,1,0,3,1,6,2,461,Y,4,2010,WD,167500
20,RL,73,7100,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,708,108,816,GasA,Y,FuseA,816,0,816,1,0,1,0,2,1,5,0,308,Y,7,2006,WD,129900
85,RL,73,9069,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,747,189,936,GasA,Y,SBrkr,996,0,996,1,0,1,0,2,1,5,0,564,Y,4,2010,WD,147000
20,RL,73,8688,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0,1616,1616,GasA,Y,SBrkr,1616,0,1616,0,0,2,0,3,1,7,0,834,Y,4,2006,WD,232000
80,RL,73,9590,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,786,82,868,GasA,Y,SBrkr,1146,0,1146,1,0,2,0,3,1,6,1,438,Y,5,2007,WD,187500
20,RL,73,8925,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,16,1450,1466,GasA,Y,SBrkr,1466,0,1466,0,0,2,0,3,1,7,0,610,Y,7,2009,WD,201000
80,RL,73,9735,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0,384,384,GasA,Y,NA,754,640,1394,0,0,2,1,3,1,7,0,400,Y,5,2008,WD,167500
20,RL,72,10665,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,1013,440,1453,GasA,Y,SBrkr,1479,0,1479,1,0,2,0,3,1,7,0,558,Y,6,2007,WD,226000
60,RL,72,11317,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0,840,840,GasA,Y,SBrkr,840,828,1668,0,0,2,1,3,1,8,0,500,Y,9,2007,WD,180000
60,RL,72,7226,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0,798,798,GasA,Y,SBrkr,798,842,1640,0,0,2,1,3,1,6,0,595,Y,6,2008,WD,183000
80,RL,72,7200,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,631,410,1041,GasA,Y,SBrkr,1125,0,1125,1,0,1,0,3,1,6,1,352,Y,10,2009,WD,125000
60,RL,72,10463,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0,893,893,GasA,Y,SBrkr,901,900,1801,0,0,2,1,3,1,8,1,800,Y,6,2006,WD,239900
20,RL,72,10011,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,360,710,1070,GasA,Y,SBrkr,1236,0,1236,0,1,1,0,2,1,6,1,447,Y,5,2006,WD,134450
20,RL,72,9000,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,616,580,1196,GasA,Y,FuseA,1196,0,1196,1,0,1,0,2,1,6,1,297,Y,5,2008,WD,139000
20,RL,72,10007,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,806,247,1053,GasA,Y,SBrkr,1053,0,1053,1,0,1,1,3,1,5,0,312,Y,8,2008,WD,145500
20,RL,72,10152,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,586,462,1048,GasA,Y,SBrkr,1048,0,1048,1,0,1,0,3,1,6,0,286,Y,6,2007,WD,135000
20,RL,72,8872,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,595,317,912,GasA,Y,SBrkr,912,0,912,1,0,1,0,2,1,5,0,576,Y,12,2008,WD,147000
20,RL,72,11846,IR1,HLS,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,1567,225,1792,GasA,Y,SBrkr,1792,0,1792,1,0,2,0,2,1,6,1,874,Y,8,2006,WD,374000
90,RL,72,10791,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,0,0,0,GasA,Y,SBrkr,1296,0,1296,0,0,2,0,2,2,6,0,516,Y,10,2006,WD,90000
90,RL,72,10778,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,0,1768,1768,GasA,N,SBrkr,1768,0,1768,0,0,2,0,4,2,8,0,0,Y,4,2010,WD,136500
60,FV,72,8640,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,822,78,900,GasA,Y,SBrkr,932,920,1852,1,0,2,1,3,1,7,1,644,Y,7,2009,New,252678
60,FV,72,8640,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,24,732,756,GasA,Y,SBrkr,764,783,1547,0,0,2,1,3,1,7,0,614,Y,6,2010,Con,215200
20,FV,72,8640,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,0,1372,1372,GasA,Y,SBrkr,1372,0,1372,0,0,2,0,3,1,6,0,529,Y,5,2008,New,250580
20,FV,72,8640,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,936,364,1300,GasA,Y,SBrkr,1314,0,1314,1,0,2,0,3,1,6,0,552,Y,9,2009,New,229456
60,RL,71,7795,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,425,291,716,GasA,Y,SBrkr,716,716,1432,1,0,2,1,3,1,6,1,432,Y,7,2009,WD,188500
30,RM,71,6900,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,403,212,740,GasA,Y,SBrkr,778,0,778,0,0,1,0,2,1,4,1,924,Y,2,2008,WD,120500
60,RL,71,12209,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,690,114,804,GasA,Y,SBrkr,804,1157,1961,1,0,2,1,3,1,7,1,560,Y,6,2009,WD,215000
20,RL,71,9187,Reg,Bnk,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,336,748,1084,GasA,Y,SBrkr,1080,0,1080,0,0,1,1,3,1,5,0,484,Y,6,2007,WD,134000
50,RL,71,8520,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,507,403,910,GasA,Y,SBrkr,910,475,1385,0,0,2,0,4,1,6,0,720,Y,6,2010,WD,166000
60,RL,71,7056,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,400,380,780,GasA,Y,SBrkr,983,813,1796,1,0,1,1,4,1,8,1,483,Y,10,2008,WD,140000
20,RL,71,9230,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,661,203,864,GasA,Y,SBrkr,1200,0,1200,1,0,1,1,1,1,6,0,884,Y,10,2006,WD,146000
20,RL,71,9353,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,0,864,864,GasA,Y,SBrkr,864,0,864,0,0,1,0,3,1,5,0,280,Y,7,2006,Oth,116050
20,RL,71,9204,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,25,247,1144,GasA,Y,SBrkr,1144,0,1144,1,0,1,1,3,1,6,0,336,Y,8,2008,COD,124000
20,RL,71,7064,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,560,420,980,GasA,Y,SBrkr,980,0,980,0,0,1,0,3,1,6,0,484,Y,7,2009,WD,135000
20,RL,71,8197,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,0,660,660,GasA,Y,SBrkr,1285,0,1285,0,0,1,1,3,1,7,1,528,Y,4,2007,WD,143500
20,RL,71,9520,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,1513,125,1638,GasA,Y,SBrkr,1646,0,1646,1,0,2,0,3,1,7,1,800,Y,4,2008,New,293077
50,RL,70,8737,IR1,Bnk,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,300,765,1065,GasA,Y,FuseA,915,720,1635,0,0,1,1,3,1,6,1,440,Y,5,2007,WD,210000
20,RL,70,9800,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,894,0,894,GasA,Y,SBrkr,894,0,894,1,0,1,0,3,1,5,0,552,Y,7,2006,WD,149900
20,RL,70,9135,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,810,726,1536,GasA,Y,SBrkr,1536,0,1536,1,0,2,0,3,1,7,0,532,Y,12,2008,WD,214000
60,RL,70,8750,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,642,273,915,GasA,Y,SBrkr,933,975,1908,1,0,2,1,4,1,8,1,493,Y,7,2008,WD,210000
60,RL,70,8750,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,0,880,880,GasA,Y,SBrkr,909,807,1716,0,0,2,1,2,1,7,1,512,Y,7,2009,WD,191000
20,RL,70,8400,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,712,761,1473,GasA,Y,SBrkr,1484,0,1484,1,0,2,0,3,1,7,0,606,Y,5,2010,WD,213000
20,RL,70,9100,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,24,1836,1860,GasA,Y,SBrkr,1836,0,1836,0,0,2,0,3,1,8,1,484,Y,10,2006,WD,216837
60,RL,70,8750,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,505,299,804,GasA,Y,SBrkr,804,878,1682,0,0,2,1,3,1,7,0,523,Y,6,2010,WD,200500
20,RL,70,7700,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,138,276,882,GasA,Y,SBrkr,882,0,882,1,0,1,0,3,1,5,0,461,Y,3,2007,WD,112500
20,RL,70,8749,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0,1459,1459,GasA,Y,SBrkr,1459,0,1459,0,0,2,0,3,1,6,1,527,Y,9,2007,WD,192000
20,RL,70,9100,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,0,1212,1212,GasA,Y,SBrkr,1212,0,1212,0,0,2,0,3,1,6,0,573,Y,6,2009,WD,178000
20,RL,70,9135,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,340,1342,1682,GasA,Y,SBrkr,1700,0,1700,1,0,2,0,3,1,7,0,544,Y,5,2006,WD,200000
20,RL,70,9100,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,1400,125,1525,GasA,Y,SBrkr,1525,0,1525,1,0,2,0,3,1,6,0,541,Y,9,2006,WD,235000
85,RL,70,8445,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,1972,2007,Gable,CompShg,HdBoard,Wd Shng,656,112,768,GasA,Y,SBrkr,768,0,768,1,0,1,0,2,1,5,0,396,Y,3,2009,WD,133000
70,RL,70,10570,Reg,Bnk,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,297,556,853,GasA,Y,SBrkr,1549,1178,2727,0,0,2,1,3,1,10,2,440,Y,12,2007,WD,315000
20,RL,70,9170,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,698,420,1214,GasA,Y,SBrkr,1214,0,1214,1,0,1,0,2,1,6,0,461,Y,4,2007,WD,140000
190,RL,70,7000,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,969,148,1117,GasA,Y,SBrkr,820,527,1347,1,0,1,0,3,1,5,0,0,N,1,2008,WD,107500
50,RL,70,11767,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,352,416,768,GasA,Y,SBrkr,768,432,1200,0,0,1,0,3,1,6,0,240,Y,5,2008,WD,130500
30,RH,70,4270,Reg,Bnk,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,544,0,544,GasA,Y,SBrkr,774,0,774,0,0,1,0,3,1,6,0,0,Y,5,2007,WD,79000
50,RL,70,11767,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,4,7,1910,2000,Gable,CompShg,MetalSd,HdBoard,0,560,560,GasA,N,SBrkr,796,550,1346,0,0,1,1,2,1,6,0,384,Y,5,2007,WD,112000
60,RL,70,11207,IR1,HLS,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,714,88,802,GasA,Y,SBrkr,802,709,1511,1,0,2,1,3,1,8,1,413,Y,6,2006,WD,185000
190,RM,70,5600,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,0,0,0,GasA,N,SBrkr,372,720,1092,0,0,2,0,3,2,7,0,0,N,7,2010,WD,55000
20,RL,70,8402,Reg,Lvl,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,206,914,1120,GasA,Y,SBrkr,1120,0,1120,0,0,1,0,3,1,6,0,0,Y,12,2007,New,147000
20,RL,70,7560,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,504,525,1029,GasA,Y,SBrkr,1339,0,1339,0,0,1,0,3,1,6,0,294,Y,5,2009,COD,139000
20,RL,70,10552,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,1018,380,1398,GasA,Y,SBrkr,1700,0,1700,0,1,1,1,4,1,6,1,447,Y,4,2010,WD,165500
20,RL,70,7945,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,179,465,1150,GasA,Y,FuseA,1150,0,1150,1,0,1,0,3,1,6,0,300,Y,5,2006,WD,141000
20,RL,70,10500,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,432,432,864,GasA,Y,SBrkr,864,0,864,0,0,1,0,3,1,5,1,0,Y,4,2010,ConLI,115000
20,RL,70,10500,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,524,160,864,GasA,Y,SBrkr,864,0,864,0,0,1,0,2,1,4,0,576,Y,3,2009,WD,97000
20,RL,70,8400,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,922,392,1314,GasA,Y,SBrkr,1314,0,1314,1,0,1,0,3,1,5,0,294,Y,6,2010,WD,145000
20,RL,70,8176,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,846,210,1056,GasA,Y,SBrkr,1056,0,1056,1,0,1,0,3,1,6,0,308,Y,8,2007,WD,139000
20,RL,70,7931,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,374,363,1269,GasA,Y,FuseA,1269,0,1269,0,0,1,1,3,1,6,1,308,Y,6,2008,WD,155000
20,RL,70,7535,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,111,522,912,GasA,Y,SBrkr,912,0,912,0,1,1,0,2,1,5,0,297,Y,6,2007,WD,120000
20,RL,70,9100,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,521,169,864,GasA,Y,SBrkr,864,0,864,1,0,1,0,3,1,5,0,624,Y,7,2006,WD,129900
20,RL,70,13300,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,377,551,928,GasA,Y,SBrkr,928,0,928,0,0,1,0,2,1,4,0,252,Y,6,2007,WD,132000
80,RL,70,10500,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,349,23,372,GasA,Y,SBrkr,576,533,1109,0,1,1,0,3,1,5,0,288,Y,12,2007,WD,139000
60,RL,70,11606,IR1,HLS,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,650,390,1040,GasA,Y,SBrkr,1040,1040,2080,0,1,1,2,5,1,9,2,504,Y,9,2007,WD,135000
60,RL,70,7700,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,0,756,756,GasA,Y,SBrkr,1051,788,1839,0,0,1,1,4,1,7,1,442,Y,6,2010,WD,155000
20,RL,70,8120,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,191,673,864,GasA,Y,SBrkr,864,0,864,0,0,1,0,3,1,5,0,463,Y,7,2009,WD,124500
20,RL,70,9100,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,612,252,864,GasA,Y,SBrkr,864,0,864,0,0,1,0,2,1,5,0,300,Y,10,2009,WD,127500
20,RL,70,10150,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,456,456,912,GasA,Y,FuseA,912,0,912,0,0,1,0,2,1,5,0,275,Y,7,2007,COD,114500
20,RL,70,7931,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,1148,0,1148,GasA,Y,SBrkr,1148,0,1148,1,0,1,0,3,1,6,0,672,Y,7,2009,WD,132500
90,RL,70,8393,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,528,1098,1626,GasA,Y,SBrkr,1712,0,1712,0,0,2,0,4,2,8,0,588,Y,6,2006,WD,145000
20,RL,70,9100,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,338,121,925,GasA,Y,SBrkr,925,0,925,0,1,1,0,2,1,5,0,429,Y,7,2009,WD,117500
80,RL,70,8163,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,748,102,1144,GasA,Y,SBrkr,1144,0,1144,1,0,1,0,3,1,6,1,796,Y,3,2006,WD,143000
20,RL,70,7000,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,588,422,1010,GasA,Y,SBrkr,1134,0,1134,0,0,1,0,2,1,6,0,254,Y,4,2007,WD,135000
20,RL,70,7560,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,369,671,1040,GasA,Y,FuseA,1040,0,1040,0,0,1,0,3,1,6,0,286,Y,7,2006,WD,133700
20,RL,70,7763,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,504,319,931,GasA,Y,SBrkr,1283,0,1283,1,0,1,0,3,1,6,0,506,Y,10,2008,WD,140000
80,RL,70,7910,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,666,409,1075,GasA,Y,SBrkr,1507,0,1507,0,0,2,0,4,1,7,0,404,Y,8,2008,WD,127000
90,RL,70,7728,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,803,303,1106,GasA,Y,SBrkr,1190,0,1190,1,0,1,0,3,1,6,0,540,Y,5,2006,WD,132500
90,RL,70,9842,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,0,0,0,GasA,Y,SBrkr,1224,0,1224,0,0,2,0,2,2,6,0,462,Y,3,2007,WD,101800
20,RL,70,8400,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,1016,36,1052,GasA,Y,SBrkr,1052,0,1052,1,0,1,1,3,1,5,0,288,Y,11,2006,WD,138500
20,RL,70,8400,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,189,628,1478,GasA,Y,SBrkr,1478,0,1478,1,0,1,1,3,1,6,2,442,Y,6,2009,WD,156500
20,RL,70,8294,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,0,858,858,GasA,Y,SBrkr,872,0,872,0,0,1,0,3,1,5,0,480,Y,6,2007,WD,123000
60,RL,70,9247,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,319,539,858,GasA,Y,SBrkr,858,858,1716,0,0,1,1,4,1,8,1,490,Y,3,2008,WD,171000
20,RL,70,10171,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,2,1515,1517,GasA,Y,SBrkr,1535,0,1535,0,0,2,0,3,1,7,0,532,Y,3,2010,WD,214000
20,RL,70,12243,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,998,486,1484,GasA,Y,SBrkr,1484,0,1484,0,0,2,0,3,1,7,1,487,Y,2,2007,WD,175000
60,RL,70,8400,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,6,2001,2001,Gable,CompShg,VinylSd,VinylSd,643,167,810,GasA,Y,SBrkr,810,855,1665,1,0,2,1,3,1,6,0,528,Y,11,2009,WD,227000
20,RM,70,12702,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,0,0,0,GasA,Y,FuseA,882,0,882,0,0,1,0,2,1,4,0,308,Y,12,2008,WD,97000
30,RM,70,5684,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,0,813,813,GasA,Y,FuseA,813,0,813,0,0,1,0,2,1,5,0,270,N,6,2006,WD,110000
20,RL,70,11200,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,906,134,1040,GasA,Y,SBrkr,1040,0,1040,1,0,1,0,3,1,5,0,384,Y,2,2008,WD,129500
90,RM,70,9100,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,1332,396,1728,GasA,Y,SBrkr,1728,0,1728,1,0,2,0,6,2,10,0,504,Y,11,2006,ConLI,125000
